id	text	se_tag
1045	Seguramente, en realidad, hacía referencia a la expulsión de Álex Rins esta temporada en Mugello por una chiquillada: cayó, le doblaron y el empezó a luchar por desdoblarse.	iobj
1056	Kiko, uno de los operarios que logró escapar del derrumbe, no consigue hacerse a la idea de lo sucedido: Es increíble, esto es como haber pasado por el infierno.	iobj
1059	Sí jugaron su partido Urko Pardo y Sito Riera, que se vieron las caras en el Olympiakos-Panionios que vencieron los locales por un contundente 5-0.	iobj
1065	Mientras esperaban por su plato, Juan Rodríguez, Aranzubia y Riki se asomaron para, desde la parte superior de la escaleras, agradecer el apoyo: los dos primeros aplaudieron, mientras el madrileño no lo hizo porque tenía las dos manos ocupadas en agarrar 	iobj
1075	Los ves cómo andan, cómo se lían el capote de paseo...	iobj
1083	Sergio García, actual subcampeón, se ve cómodo jugando con viento.	iobj
1087	Fue a David Thornburg a quién se le ocurrieron estos tres nombres (a mí no me mires...).	iobj
1101	La Liga en la que se enfrentaban el delirio de grandeza y el poderío de la humildad.	iobj
1106	Castrejana, que ha batido en tres ocasiones con 14,42, 14,44 y 14,45 metros el récord de España en la gran final, se ha asegurado el metal merced a la última marca.	iobj
1144	Y se lo decimos con todo el respeto y el cariño, porque sabemos que usted es un bicho raro, es decir, a la vez político y muy buen aficionado desde siempre.	iobj
1149	Había comenzado administrándole 50 miligramos de Propofol diarios hasta que se dio cuenta de que el cantante estaba comenzando a desarrollar una adicción al fármaco y bajó la dosis.	iobj
1151	Allí están intactos los 4 negros de Rubens, el canapé de ante donde Cocó solía refugiarse, los famosos biombos Coromandel.	iobj
1157	Sus apariciones eran escasas en las zonas comunes porque, a pesar de que las instalaciones de los equipos en Interlagos no son muy cómodas, prefería refugiarse en el pequeño cuarto reservado en Renault para él.	iobj
1183	El alto de la Conrería, de tercera categoría y a solo 22 kilómetros de meta, ha acabado de madurar al pelotón, que ha perdido unidades, por lo que los equipos de los esprinters no han podido acabar de organizarse en los últimos kilómetros.	iobj
1196	 El equipo andaluz se cuidó de gobernar el círculo central, aunque para ello tuviera que sacrificar la banda izquierda, habitada ayer por Romaric.	iobj
1203	Con la escopeta del padre, que dispone de licencia de armas como cazador, acaban con la vida de su hija y posteriormente se dan muerte los dos progenitores.	iobj
1205	El Sevilla se mostró blando y acabó recibiendo el castigo por no marcar mientras dominó.	iobj
1211	- Preguntas inteligentes o positivas: si quieres hacer preguntas porque no has entendido algo o porque quieres obtener alguna puntualización, que sean preguntas inteligentes, orientadas por ejemplo al ejercicio que tienes que realizar, y en ningún caso or	iobj
1212	El domingo, con Riazor como testigo, se volvieron a abrazar.	iobj
1222	El galés se lo dedicó a Modric, su asistente, su amigo.	iobj
1254	Estoy contento porque he trabajado bien y me lo he ganado, dijo el atleta catalán de 33 años, los últimos dos entrenándose en el Centro de Alto Rendimiento de Madrid a las órdenes de Manolo Pascua.	iobj
1277	El novillo que abrió plaza, noble pero con el freno de mano echado, sin terminar de entregarse, le obligó mucho.	iobj
1280	Paz Vega ha acudido esta mañana a la clínica Ruber Internacional para realizarse una revisión, acompañada por su marido, Orson Salazar.	iobj
1293	Eulis Báez se echó a la espalada el equipo e hizo estragos en una defensa blanca que fue incapaz de pararle.	iobj
1311	El conjunto 'ché' se aseguró prácticamente la tercera posición de la tabla al doblar al Español, en un partido en el que los de Unai Emery despertaron en la segunda parte con la salida al campo del delantero serbio Nikola Zigic, autor de los dos tantos va	iobj
1392	No es extraño que se calce las botas y busque setas en el bosque.	iobj
1393	El equipo de Murdoch había repasado miles de emails y había descubierto varios correos que se envió Deng a sí misma.	iobj
1435	El Valencia sufrió mucho ante el Villarreal, incluso contra diez, pero remontó en un minuto un partido que tenía perdido al cuarto de hora y su victoria impidió que el Real Madrid se proclamase campeón de invierno en la penúltima jornada de la primera vue	iobj
1460	Puedes preparar una mesita con los ingredientes y que cada uno se prepare su mojito.	iobj
1462	Es decir, los perros aprenden por asociación y no son capaces de inferir, deducir, analizar, representarse conceptos ni reflexionar (pensar).	iobj
1484	Viendo xugar al balón la muyer pierde el sentiu y cuando chuten a gol piensa que se la ha metido.	iobj
1494	Antes del descanso, el Alcorcón amplió el marcador con un tanto de David Miguélez, que tras recibir un balón de Oriol Riera se colocó el balón en la pierna derecha y su remate entró lentamente en la portería tras rebotar en el guardameta Nacho.	iobj
1516	Morderse las uñas en concreto es un gesto de pésimo gusto.	iobj
1521	El Barcelona persigue su octavo título europeo para completar la temporada con un triplete, puesto que ya se ha adjudicado la Copa Asobal y la Copa del Rey.	iobj
1550	El Madrid se había propuesto, por política, combatir a su rival histórico desde la omisión.	iobj
1555	Nota: esta tarta la aprendí de una buena chica de Belorado (Burgos) y yo se la dedico con todo mi cariño.	iobj
1566	Del resto se encargan las vistas, justo al borde del estuario del Tajo.	iobj
1569	Pero sus íntimos lo sabían desde hace días y esta misma mañana el torero se lo ha confirmado a otros amigos.	iobj
1581	Este abogado de profesión se propuso remozar la imagen del club a todos los niveles y lo está consiguiendo.	iobj
1591	Pero no se engañe, la gente sigue el fútbol.	iobj
1610	También debía presentarse la víspera de Año Nuevo en el B. B. King Blues Club and Grill en Nueva York.	iobj
1624	Otro español, Héctor Barberá, fue tercero al ser batido por el francés Mike di Meglio (Aprilia) tras disputarse esa plaza los dos en solitario en las últimas vueltas.	iobj
1625	Entre las tres debían repartir se las medallas, y en efecto lo hicieron, pero Savinova fue la más rápida.	iobj
1638	Pero aún muestra esa ansiedad por el triunfo que en el Manchester se alimenta sin arañazos.	iobj
1656	Durante todo el fin de semana, Alonso había descartado la posibilidad, y nunca se mostró muy entusiasmado.	iobj
1672	El Barcelona se complicó las cosas más de lo debido en su segundo partido de pretemporada.	iobj
1673	Según ha anunciado la cadena, la emisora WQHT ha suspendido a los miembros de 'Miss Jones in the morning', presentado por la dj Tarsha Nicole Jones, que se hace llamar 'Miss Jones'.	iobj
1699	Esta primitiva asociación se encarga de redactar unas reglas básicas para el juego, organiza el gran flujo de golfistas existentes e instituye los primeros clubes.	iobj
1700	En su apertura hicieron varios pasos en artificial, pero al poco tiempo, la vía fue recorrida totalmente en libre por Ortega, en compañía del joven David Munilla, que aún sin tener tan alto nivel se enganchó a este gran escalador jerezano.	iobj
1710	Las otras cinco plazas se las disputan 12 tenistas, separados apenas por 100 puntos.	iobj
4	Dio un golpe de timón para adjudicarse la primera pole de una temporada que acaba de arrancar pero que promete un duelo.	iobj
58	Monopolizan también el mercado femenino conveniente al pudor y la modestia de las mujeres y las hijas que permiten hacerse vestir por personas de su mismo sexo, mientras que ellas lo juzguen apropiado.	iobj
61	Estoy deshecha por tener que anunciar que no podré competir en Sochi, dijo la campeona olímpica, que tras romperse los ligamentos cruzados en 2013 siente aún una inestabilidad importante en la rodilla derecha, de la que fue operada hace 11 meses.	iobj
68	La gente que sabe comer bien no necesita estar limpiándose la boca continuamente.	iobj
100	El presidente, sin embargo, es consciente de que en invierno tendrá que volver a rascarse el bolsillo.	iobj
128	Hubo un interesante debate que se prolongó más de lo previsto.	iobj
130	Y todo el mundo augura que se las verán dos equipos con amplios banquillos.	iobj
143	Los investigadores consideran que Pappalardi mató a los niños la misma noche de su desaparición, mientras los castigaba por haber salido a la calle sin permiso y a pesar de que se lo había prohibido.	iobj
154	Petroesla Mansilla tuvo un enfrentamiento complicado, o más bien ellos solitos se lo complicaron en los últimos compases del duelo.	iobj
164	Sport mantiene que los manotazos de Cristiano para quitarse a los jugadores blanquiverdes de encima cuando fueron a increparle por su pata a Edimar son puñetazos certeros.	iobj
168	Hasta 2002 sus declaraciones de Hacienda eran fiables: a partir de 2003 cuando comenzó su relación con Julián Muñoz, se convirtieron en un caos.	iobj
185	Habrá que esperar que Chaparro, una vez más, no se deje engatusar.	iobj
188	El agresor, que utilizó una escopeta de caza, se ha entregado en la localidad madrileña de Villaviciosa de Odón, informaron fuentes cercanas a la investigación, quienes apuntaron que el agresor tiene su residencia habitual en Madrid, pero es propietario d	iobj
200	Si Falcao, que hoy es Dios en el Calderón, navega sin sacar los pies del tiesto entre las procelosas aguas de las declaraciones de su padre, el Madrid, el Chelsea y los millones de euros que relucen a su alrededor, ¿quién es Arda Turan para creerse la ree	iobj
201	Un hombre de nacionalidad hindú, identificado como Grupal S., de 25 años de edad, ha sido detenido tras haber abusado sexualmente de una menor de 14 años, que acudía habitualmente al cibercafé que regenta para conectarse a la red.	iobj
202	Y mientras en Gran Bretaña hacen cábalas, en España las revistas españolas se frontan las manos con la noticia de la boda de CandC.	iobj
208	La industria está muy sensibilizada con lo que ha ocurrido en EE UU', señaló Nicholas Coleridge, presidente del Consejo de la Moda Británica, 'pero los diseñadores han decidido seguir adelante porque sienten que se lo deben a sus equipos'.	iobj
225	Las mismas fuentes indicaron que el niño salió a jugar por los alrededores de la vivienda y se introdujo en el contenedor para coger revistas que habían sido depositadas en él, pero cuando quiso salir no pudo, debido a la altura que tienen estos depósitos	iobj
257	"Pasó a la historia esa idea de que el bocadillo -panino en italiano- es el paradigma de comer cualquier cosa	 desde Pepe Carvalho, el bocadillo puede llegar a convertirse en una de las bellas y gustosas artes."	iobj
266	El Levante estaba en la misma situación, así que ahora el conjunto coruñés se puede permitir un respiro a la espera de cambiar la dinámica en el inicio del próximo año.	iobj
280	El Écija cayó derrotado ante el Ciudad de Murcia en un partido muy importante para los astigitanos en su lucha por meterse en los puestos de liguilla.	iobj
292	Así se lo informó directamente a los vecinos a comienzos de diciembre.	iobj
311	Los novios españoles han tenido que apretarse el cinturón y los gastos relacionados con el enlace han caído de forma notable.	iobj
322	El balear, ronco y crispado, fue muy duro y bastante directo con el árbitro, a quien culpó de que el Betis no se llevara un triunfo claro en el Camp Nou.	iobj
339	Si el menú incluye queso, lo ideal es que prepares una bonita tabla con las distintas variedades y la acompañes con un cuchillo de queso, de este modo cada uno se servirá lo que guste.	iobj
342	En la tienda de a marca en Los Ángeles explicaron que fue David quien se lo compró.	iobj
345	Dijo que lo conoció porque acudía regularmente a la Eucaristía y que se planteó esta opción ante la ausencia de otros locales con capacidad para albergar a sus feligreses.	iobj
355	Hay gente que lo toma muy mal, está mal visto, incluso se preguntan: Esta chica ¿qué estará haciendo?.	iobj
357	Todos son grandes amigos y se desean todo lo mejor, con comentarios entre ellos, muy distendidos y sabrosos.	iobj
367	Kobe Bryant se lastimó la pierna derecha en un encontronazo con Odom y después de permanecer un tiempo en el banquillo volvió a la cancha aunque no anotó en el último cuarto y, por primera vez en la temporada, no logró anotar al menos diez puntos.	iobj
378	Finalmente, el atleta cubano Dayron Robles cumplió los pronósticos y se adjudicó con autoridad los 110 metros vallas.	iobj
443	Ésta es la razón por la que sólo os podemos ofrecer una serie y no podemos ir saltando de una a otra en función de lo interesante que se pone la eliminatoria.	iobj
452	Fue una patrulla de la Policía Nacional la que separó a ambos grupos de aficionados después de que minutos antes se enfrentaran con palos, piedras y objetos punzantes.	iobj
464	Pero el ciclista del pueblo rebajó la espectativa: Tengo cero opciones de ganar el Tour de Francia, afirmó en la meta de Montpellier, poco después de haberse enfundado su séptimo jersey amarillo.	iobj
488	En el centro del campo, Mascherano parece fijo en el pivote defensivo, junto a Keita, por lo que Thiago y Jonathan dos Santos se disputarían un puesto.	iobj
501	Pero, para ponérselo fácil, hay dos maneras de llevar correctamente el tema: una es como diga su mujer y la otra...	iobj
505	Cantantes como la gran Pat, reinona de aquel local, junto con otros, como Toni Zenet, que llevan años abriéndose camino en el mundo de la música.	iobj
510	El domingo vuelven a verse las caras, con tres vueltas por los altos de Muniketas (2ª) y Autzagane (3ª).	iobj
544	Antes de cada comida se lo colocan a su hijo confiando en que las bondades mágicas de ese objeto protegerán a su retoño de unas manchas que son inevitables.	iobj
550	La tripulación de Urdaibai se ha adjudicado en aguas de Lekeitio la IV Ikurriña de Isuntza, una de las últimas pruebas de preparación de la temporada de traineras que comienza este mes de junio y que han contado con la participación de 25 embarcaciones, 2	iobj
555	Por su parte, Mercedes se limitó a dejar circular los murmullos.	iobj
567	La coincidencia de colores de la Ponferradina con el cuadro castellano-manchego, provocó que los de Tomé utilizaran la segunda equipación de esta temporada, que es totalmente roja, y por esa misma razón, el guardameta de Leganés se vio obligado a cambiar 	iobj
593	Xabi Prieto asegura que se toman el partido como un reto.	iobj
594	El porriñés conocía el entramado místico-religioso de que se rodea el Kailas y actuó con cautela.	iobj
619	En la misma prueba, pero masculina, Antonio Reina y Juan de Dios Jurado se han adjudicado la plata y el bronce.	iobj
630	En cuanto a Estonia, los desconocidos Andres Oper y Joel Lindpere, podrían ser las bazas más importantes de una selección, que está creciendo y que es sabedora de que cuenta con pocas opciones de dar la sorpresa y hacerse un hueco entre las 'grandes' Turq	iobj
643	El Gobierno español, apoyado por otras formaciones políticas se ha propuesto firmemente la reforma de la Ley de Partidos.	iobj
644	Este es el plazo que se ha marcado el cuerpo técnico para el debut de Borja con el Dépor.	iobj
665	Pero en lugar de esos apareció la faz más infantil de un equipo incapaz de manejar la situación cuando más fácil se lo puso.	iobj
675	La suplencia continuada del brasileño podría ocasionarle a Capello un problema como el que ya tiene con su compatriota Antonio Cassano, apartado del equipo tras insultar al técnico y reclamar su titularidad, y que hoy volvió a ejercitarse en solitario.	iobj
685	El máximo goleador del equipo de Paco Herrera esta campaña tendrá que permanecer quince días con su mano inmovilizada y comenzará la pretemporada con una protección que le permitirá entrenarse con absoluta normalidad.	iobj
694	En el colmo de la paradoja, muy bien puede ocurrir que la presa asuma la responsabilidad de su propia aniquilación, exonerando a la jauría, y por tanto a cada uno de los que la formaban, de un desenlace que precipita y se echa a la espalda con una confesi	iobj
753	Trabajando, claro, aunque aseguran que la caldeirada de pulpo que preparan en Casa Acuña no se la quita nadie.	iobj
764	Viajar más, buscar trabajo e ir al gimnasio son los tres propósitos que más se plantean los ciudadanos, según una encuesta que ha realizado abc.es.	iobj
783	Por su parte, el Levante, otro de los perseguidores del Cartagena tampoco defraudó y se dio un festín de goles a costa de un inocente Nástic de Tarragona.	iobj
795	Durante el día de ayer, Cassano había recibido la visita de un grupo de hinchas del Milan, a quienes refirió que hubiera sido mejor si se rompía una pierna que este problema en el corazón.	iobj
796	En un país en el que los deportes de equipo necesitaban épicas actuaciones para llegar a las fases finales en las que en muchas ocasiones les estaba reservado el papel de comparsas, 'La Roja' de la canasta ha logrado hacerse un hueco y sentir el máximo re	iobj
812	Creo que se había marcado el objetivo de hacer dos mil puntos desde el Abierto hasta Miami.	iobj
827	El recuerdo del Celta está siendo un martirio para el guardameta: en la Liga Catanha le marcó tres goles y luego se lesionó y hoy precisamente regresa a Balaídos bajo la sombra del italiano.	iobj
848	Manuel Jiménez, vicepresidente de la Comisión Gestora de las Fiestas de las Hogueras de San Juan, se congratuló de que esta jornada de convivencia, en la que también intervendrán los familiares y amigos de las protagonistas, sea en Castellón este año, des	iobj
886	Era tarea complicada lograrla en el Manuel Ruiz de Lopera frente a un Betis al alza y que se gusta en su fútbol y en su estadio.	iobj
889	Queda así desmentida la noticia ofrecida por la revista US Weekly, que aseguraba que la pareja se había dado el sí, quiero el pasado fin de semana en Florida en una ceremonia íntima a la que sólo habían acudido unos amigos.	iobj
900	La decimoséptima etapa del Giro'06, entre la localidad de Termeno y la estación de Furcia, que sustituyó a la llegada en Plan Coronas, tuvo como protagonistas al italiano Leonardo Piepoli (Saunier Duval), que ganó la segunda etapa en este Giro, y al tambi	iobj
901	Además, en las pocas ocasiones en las que conseguía perforarla, el conjunto maño se veía frenado por la ingente cantidad de faltas que cometía el conjunto bilbaíno, que no tenía ningún rubor en la reiteración de las mismas.	iobj
908	La novia de américa jugó a ser 'Pretty Woman' por Avenue Montagne con su estilista, en vez de Rodeo Drive con Richard Gere, y se plantó un Armani que le sentaba mucho mejor que el peto vaquero que lleva a diario en su rancho de Nuevo México.	iobj
951	Y, si yo sé que Xavi se lesiona y no puede ir al Mundial, no jugaría, afirmó el entrenador azulgrana.	iobj
965	Nací en una ciudad donde no cabía otra que tener a San Mames como santo favorito y crecí en una casa donde mi hermano mayor llevó su afición por Los Beatles a tales extremos que terminó formando parte de un grupo, Liverpool (ahí tampoco se rompieron la ca	iobj
973	"Maquiavélico, culto, sofisticado	 el primer presidente de la UE se postula como un mediador ante los conflictos más enconados."	iobj
976	Las chicas de Jorge Dueñas se mentalizaron desde el minuto uno en no dejar espacios y en volar hacia el contragolpe.	iobj
986	Les gusta el proyecto y sobre todo les parece muy imaginativo, así que se prestan enseguida a este tipo de actividades.	iobj
1028	Según el parte, la salud del Papa mejora progresiva y continuamente, lo que le permite alimentarse regularmente y pasar varias horas al día en un sillón, según ha dicho Navarro Valls.	iobj
1029	Lo hizo en Chicago, donde aprovechó para fotografiarse con Cenicienta.	iobj
1031	Sete Gibernau (Ducati Desmosedici) también mejoró respecto a aquél momento y en el primer día de pruebas en el trazado de Twin Ring Motegi se adjudicó la decimocuarta posición.	iobj
1045	Seguramente, en realidad, hacía referencia a la expulsión de Álex Rins esta temporada en Mugello por una chiquillada: cayó, le doblaron y el empezó a luchar por desdoblarse.	iobj
1056	Kiko, uno de los operarios que logró escapar del derrumbe, no consigue hacerse a la idea de lo sucedido: Es increíble, esto es como haber pasado por el infierno.	iobj
1059	Sí jugaron su partido Urko Pardo y Sito Riera, que se vieron las caras en el Olympiakos-Panionios que vencieron los locales por un contundente 5-0.	iobj
1065	Mientras esperaban por su plato, Juan Rodríguez, Aranzubia y Riki se asomaron para, desde la parte superior de la escaleras, agradecer el apoyo: los dos primeros aplaudieron, mientras el madrileño no lo hizo porque tenía las dos manos ocupadas en agarrar 	iobj
1075	Los ves cómo andan, cómo se lían el capote de paseo...	iobj
1083	Sergio García, actual subcampeón, se ve cómodo jugando con viento.	iobj
1087	Fue a David Thornburg a quién se le ocurrieron estos tres nombres (a mí no me mires...).	iobj
1101	La Liga en la que se enfrentaban el delirio de grandeza y el poderío de la humildad.	iobj
1106	Castrejana, que ha batido en tres ocasiones con 14,42, 14,44 y 14,45 metros el récord de España en la gran final, se ha asegurado el metal merced a la última marca.	iobj
1144	Y se lo decimos con todo el respeto y el cariño, porque sabemos que usted es un bicho raro, es decir, a la vez político y muy buen aficionado desde siempre.	iobj
1149	Había comenzado administrándole 50 miligramos de Propofol diarios hasta que se dio cuenta de que el cantante estaba comenzando a desarrollar una adicción al fármaco y bajó la dosis.	iobj
1151	Allí están intactos los 4 negros de Rubens, el canapé de ante donde Cocó solía refugiarse, los famosos biombos Coromandel.	iobj
1157	Sus apariciones eran escasas en las zonas comunes porque, a pesar de que las instalaciones de los equipos en Interlagos no son muy cómodas, prefería refugiarse en el pequeño cuarto reservado en Renault para él.	iobj
1183	El alto de la Conrería, de tercera categoría y a solo 22 kilómetros de meta, ha acabado de madurar al pelotón, que ha perdido unidades, por lo que los equipos de los esprinters no han podido acabar de organizarse en los últimos kilómetros.	iobj
1196	 El equipo andaluz se cuidó de gobernar el círculo central, aunque para ello tuviera que sacrificar la banda izquierda, habitada ayer por Romaric.	iobj
1203	Con la escopeta del padre, que dispone de licencia de armas como cazador, acaban con la vida de su hija y posteriormente se dan muerte los dos progenitores.	iobj
1205	El Sevilla se mostró blando y acabó recibiendo el castigo por no marcar mientras dominó.	iobj
1211	- Preguntas inteligentes o positivas: si quieres hacer preguntas porque no has entendido algo o porque quieres obtener alguna puntualización, que sean preguntas inteligentes, orientadas por ejemplo al ejercicio que tienes que realizar, y en ningún caso or	iobj
1212	El domingo, con Riazor como testigo, se volvieron a abrazar.	iobj
1222	El galés se lo dedicó a Modric, su asistente, su amigo.	iobj
1254	Estoy contento porque he trabajado bien y me lo he ganado, dijo el atleta catalán de 33 años, los últimos dos entrenándose en el Centro de Alto Rendimiento de Madrid a las órdenes de Manolo Pascua.	iobj
1277	El novillo que abrió plaza, noble pero con el freno de mano echado, sin terminar de entregarse, le obligó mucho.	iobj
1280	Paz Vega ha acudido esta mañana a la clínica Ruber Internacional para realizarse una revisión, acompañada por su marido, Orson Salazar.	iobj
1293	Eulis Báez se echó a la espalada el equipo e hizo estragos en una defensa blanca que fue incapaz de pararle.	iobj
1311	El conjunto 'ché' se aseguró prácticamente la tercera posición de la tabla al doblar al Español, en un partido en el que los de Unai Emery despertaron en la segunda parte con la salida al campo del delantero serbio Nikola Zigic, autor de los dos tantos va	iobj
1392	No es extraño que se calce las botas y busque setas en el bosque.	iobj
1393	El equipo de Murdoch había repasado miles de emails y había descubierto varios correos que se envió Deng a sí misma.	iobj
1435	El Valencia sufrió mucho ante el Villarreal, incluso contra diez, pero remontó en un minuto un partido que tenía perdido al cuarto de hora y su victoria impidió que el Real Madrid se proclamase campeón de invierno en la penúltima jornada de la primera vue	iobj
1460	Puedes preparar una mesita con los ingredientes y que cada uno se prepare su mojito.	iobj
1462	Es decir, los perros aprenden por asociación y no son capaces de inferir, deducir, analizar, representarse conceptos ni reflexionar (pensar).	iobj
1484	Viendo xugar al balón la muyer pierde el sentiu y cuando chuten a gol piensa que se la ha metido.	iobj
1494	Antes del descanso, el Alcorcón amplió el marcador con un tanto de David Miguélez, que tras recibir un balón de Oriol Riera se colocó el balón en la pierna derecha y su remate entró lentamente en la portería tras rebotar en el guardameta Nacho.	iobj
1516	Morderse las uñas en concreto es un gesto de pésimo gusto.	iobj
1521	El Barcelona persigue su octavo título europeo para completar la temporada con un triplete, puesto que ya se ha adjudicado la Copa Asobal y la Copa del Rey.	iobj
1550	El Madrid se había propuesto, por política, combatir a su rival histórico desde la omisión.	iobj
1555	Nota: esta tarta la aprendí de una buena chica de Belorado (Burgos) y yo se la dedico con todo mi cariño.	iobj
1566	Del resto se encargan las vistas, justo al borde del estuario del Tajo.	iobj
1569	Pero sus íntimos lo sabían desde hace días y esta misma mañana el torero se lo ha confirmado a otros amigos.	iobj
1581	Este abogado de profesión se propuso remozar la imagen del club a todos los niveles y lo está consiguiendo.	iobj
1591	Pero no se engañe, la gente sigue el fútbol.	iobj
1610	También debía presentarse la víspera de Año Nuevo en el B. B. King Blues Club and Grill en Nueva York.	iobj
1624	Otro español, Héctor Barberá, fue tercero al ser batido por el francés Mike di Meglio (Aprilia) tras disputarse esa plaza los dos en solitario en las últimas vueltas.	iobj
1625	Entre las tres debían repartir se las medallas, y en efecto lo hicieron, pero Savinova fue la más rápida.	iobj
1638	Pero aún muestra esa ansiedad por el triunfo que en el Manchester se alimenta sin arañazos.	iobj
1656	Durante todo el fin de semana, Alonso había descartado la posibilidad, y nunca se mostró muy entusiasmado.	iobj
1672	El Barcelona se complicó las cosas más de lo debido en su segundo partido de pretemporada.	iobj
1673	Según ha anunciado la cadena, la emisora WQHT ha suspendido a los miembros de 'Miss Jones in the morning', presentado por la dj Tarsha Nicole Jones, que se hace llamar 'Miss Jones'.	iobj
1699	Esta primitiva asociación se encarga de redactar unas reglas básicas para el juego, organiza el gran flujo de golfistas existentes e instituye los primeros clubes.	iobj
1700	En su apertura hicieron varios pasos en artificial, pero al poco tiempo, la vía fue recorrida totalmente en libre por Ortega, en compañía del joven David Munilla, que aún sin tener tan alto nivel se enganchó a este gran escalador jerezano.	iobj
1710	Las otras cinco plazas se las disputan 12 tenistas, separados apenas por 100 puntos.	iobj
1712	Dio un golpe de timón para adjudicarse la primera pole de una temporada que acaba de arrancar pero que promete un duelo.	iobj
1713	Monopolizan también el mercado femenino conveniente al pudor y la modestia de las mujeres y las hijas que permiten hacerse vestir por personas de su mismo sexo, mientras que ellas lo juzguen apropiado.	iobj
1714	Estoy deshecha por tener que anunciar que no podré competir en Sochi, dijo la campeona olímpica, que tras romperse los ligamentos cruzados en 2013 siente aún una inestabilidad importante en la rodilla derecha, de la que fue operada hace 11 meses.	iobj
1715	La gente que sabe comer bien no necesita estar limpiándose la boca continuamente.	iobj
1716	El presidente, sin embargo, es consciente de que en invierno tendrá que volver a rascarse el bolsillo.	iobj
1717	Hubo un interesante debate que se prolongó más de lo previsto.	iobj
1718	Y todo el mundo augura que se las verán dos equipos con amplios banquillos.	iobj
1719	Los investigadores consideran que Pappalardi mató a los niños la misma noche de su desaparición, mientras los castigaba por haber salido a la calle sin permiso y a pesar de que se lo había prohibido.	iobj
1720	Petroesla Mansilla tuvo un enfrentamiento complicado, o más bien ellos solitos se lo complicaron en los últimos compases del duelo.	iobj
1721	Sport mantiene que los manotazos de Cristiano para quitarse a los jugadores blanquiverdes de encima cuando fueron a increparle por su pata a Edimar son puñetazos certeros.	iobj
1722	Hasta 2002 sus declaraciones de Hacienda eran fiables: a partir de 2003 cuando comenzó su relación con Julián Muñoz, se convirtieron en un caos.	iobj
1723	Habrá que esperar que Chaparro, una vez más, no se deje engatusar.	iobj
1724	El agresor, que utilizó una escopeta de caza, se ha entregado en la localidad madrileña de Villaviciosa de Odón, informaron fuentes cercanas a la investigación, quienes apuntaron que el agresor tiene su residencia habitual en Madrid, pero es propietario d	iobj
1725	Si Falcao, que hoy es Dios en el Calderón, navega sin sacar los pies del tiesto entre las procelosas aguas de las declaraciones de su padre, el Madrid, el Chelsea y los millones de euros que relucen a su alrededor, ¿quién es Arda Turan para creerse la ree	iobj
1726	Un hombre de nacionalidad hindú, identificado como Grupal S., de 25 años de edad, ha sido detenido tras haber abusado sexualmente de una menor de 14 años, que acudía habitualmente al cibercafé que regenta para conectarse a la red.	iobj
1727	Y mientras en Gran Bretaña hacen cábalas, en España las revistas españolas se frontan las manos con la noticia de la boda de CandC.	iobj
1728	La industria está muy sensibilizada con lo que ha ocurrido en EE UU', señaló Nicholas Coleridge, presidente del Consejo de la Moda Británica, 'pero los diseñadores han decidido seguir adelante porque sienten que se lo deben a sus equipos'.	iobj
1729	Las mismas fuentes indicaron que el niño salió a jugar por los alrededores de la vivienda y se introdujo en el contenedor para coger revistas que habían sido depositadas en él, pero cuando quiso salir no pudo, debido a la altura que tienen estos depósitos	iobj
1730	"Pasó a la historia esa idea de que el bocadillo -panino en italiano- es el paradigma de comer cualquier cosa	 desde Pepe Carvalho, el bocadillo puede llegar a convertirse en una de las bellas y gustosas artes."	iobj
1731	El Levante estaba en la misma situación, así que ahora el conjunto coruñés se puede permitir un respiro a la espera de cambiar la dinámica en el inicio del próximo año.	iobj
1732	El Écija cayó derrotado ante el Ciudad de Murcia en un partido muy importante para los astigitanos en su lucha por meterse en los puestos de liguilla.	iobj
1733	Así se lo informó directamente a los vecinos a comienzos de diciembre.	iobj
1734	Los novios españoles han tenido que apretarse el cinturón y los gastos relacionados con el enlace han caído de forma notable.	iobj
1735	El balear, ronco y crispado, fue muy duro y bastante directo con el árbitro, a quien culpó de que el Betis no se llevara un triunfo claro en el Camp Nou.	iobj
1736	Si el menú incluye queso, lo ideal es que prepares una bonita tabla con las distintas variedades y la acompañes con un cuchillo de queso, de este modo cada uno se servirá lo que guste.	iobj
1737	En la tienda de a marca en Los Ángeles explicaron que fue David quien se lo compró.	iobj
1738	Dijo que lo conoció porque acudía regularmente a la Eucaristía y que se planteó esta opción ante la ausencia de otros locales con capacidad para albergar a sus feligreses.	iobj
1739	Hay gente que lo toma muy mal, está mal visto, incluso se preguntan: Esta chica ¿qué estará haciendo?.	iobj
1740	Todos son grandes amigos y se desean todo lo mejor, con comentarios entre ellos, muy distendidos y sabrosos.	iobj
1741	Kobe Bryant se lastimó la pierna derecha en un encontronazo con Odom y después de permanecer un tiempo en el banquillo volvió a la cancha aunque no anotó en el último cuarto y, por primera vez en la temporada, no logró anotar al menos diez puntos.	iobj
1742	Finalmente, el atleta cubano Dayron Robles cumplió los pronósticos y se adjudicó con autoridad los 110 metros vallas.	iobj
1743	Ésta es la razón por la que sólo os podemos ofrecer una serie y no podemos ir saltando de una a otra en función de lo interesante que se pone la eliminatoria.	iobj
1744	Fue una patrulla de la Policía Nacional la que separó a ambos grupos de aficionados después de que minutos antes se enfrentaran con palos, piedras y objetos punzantes.	iobj
